,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
16170,Theft from Motor Vehicle,7100 120TH ST     ,8,2014
16171,Shoplifting,10300 152ND ST     ,8,2014
16172,Theft from Motor Vehicle,16500 FRASER HWY     ,8,2014
16173,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16174,Theft from Motor Vehicle,12400 88TH AVE     ,8,2014
16175,Theft of Motor Vehicle,7500 KING GEORGE BLVD    ,8,2014
16176,Theft of Motor Vehicle,12500 97TH AVE     ,8,2014
16177,Theft of Motor Vehicle,13600 100TH AVE     ,8,2014
16178,Theft of Motor Vehicle,19400 66A AVE     ,8,2014
16179,Theft of Motor Vehicle,7100 120TH ST     ,8,2014
16180,Break and Enter - Residence,14800 101A AVE     ,8,2014
16181,Break and Enter - Residence,16400 12TH AVE     ,8,2014
16182,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
16183,Theft of Motor Vehicle,8200 150TH ST     ,8,2014
16184,Theft from Motor Vehicle,8600 159TH ST     ,8,2014
16185,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
16186,Shoplifting,9400 KING GEORGE BLVD    ,8,2014
16187,Break and Enter - Residence,5400 127TH ST     ,8,2014
16188,Theft from Motor Vehicle,6300 135A ST     ,8,2014
16189,Shoplifting,8900 152ND ST     ,8,2014
16190,Theft from Motor Vehicle,13800 115TH AVE     ,8,2014
16191,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16192,Theft of Motor Vehicle,15100 16TH AVE     ,8,2014
16193,Break and Enter - Residence,12100 80TH AVE     ,8,2014
16194,Theft from Motor Vehicle,17400 64A AVE     ,8,2014
16195,Fatal/Injury Collision,2300 160TH ST     ,8,2014
16196,Shoplifting,1600 152ND ST     ,8,2014
16197,Theft from Motor Vehicle,5800 177B ST     ,8,2014
16198,Shoplifting,10300 152ND ST     ,8,2014
16199,Theft of Motor Vehicle,9900 121ST ST     ,8,2014
16200,Theft from Motor Vehicle,6700 144B ST     ,8,2014
16201,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
16202,Theft of Motor Vehicle,13700 107A AVE     ,8,2014
16203,Theft of Motor Vehicle,15300 105TH AVE     ,8,2014
16204,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16205,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16206,Break and Enter - Business,9100 KING GEORGE BLVD    ,8,2014
16207,Theft of Motor Vehicle,10300 152ND ST     ,8,2014
16208,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
16209,Theft from Motor Vehicle,14400 18A AVE     ,8,2014
16210,Break and Enter - Residence,10400 138A ST     ,8,2014
16211,Fatal/Injury Collision,15700 MCBETH RD     ,8,2014
16212,Theft from Motor Vehicle,12900 109TH AVE     ,8,2014
16213,Theft from Motor Vehicle,5900 KING GEORGE BLVD    ,8,2014
16214,Shoplifting,10400 152ND ST     ,8,2014
16215,Shoplifting,10700 KING GEORGE BLVD    ,8,2014
16216,Theft from Motor Vehicle,3000 152ND ST     ,8,2014
16217,Shoplifting,10300 152ND ST     ,8,2014
16218,Break and Enter - Residence,7200 149A ST     ,8,2014
16219,Fatal/Injury Collision,10300 152ND ST     ,8,2014
16220,Theft from Motor Vehicle,14900 KEW DR     ,8,2014
16221,Theft of Motor Vehicle,7200 137TH ST     ,8,2014
16222,Theft from Motor Vehicle,7600 145TH ST     ,8,2014
16223,Shoplifting,14600 104TH AVE     ,8,2014
16224,Fatal/Injury Collision,7700 127TH ST     ,8,2014
16225,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16226,Theft from Motor Vehicle,1800 152ND ST     ,8,2014
16227,Theft of Motor Vehicle,10100 KING GEORGE BLVD    ,8,2014
16228,Shoplifting,13200 KING GEORGE BLVD    ,8,2014
16229,Theft from Motor Vehicle,9800 151ST ST     ,8,2014
16230,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16231,Shoplifting,16000 24TH AVE     ,8,2014
16232,Break and Enter - Residence,16300 112TH AVE     ,8,2014
16233,Theft from Motor Vehicle,6200 128A ST     ,8,2014
16234,Shoplifting,10400 152ND ST     ,8,2014
16235,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16236,Fatal/Injury Collision,8000 120TH ST     ,8,2014
16237,Shoplifting,10300 152ND ST     ,8,2014
16238,Theft of Motor Vehicle,15400 FRASER HWY     ,8,2014
16239,Shoplifting,14600 104TH AVE     ,8,2014
16240,Theft of Motor Vehicle,14800 108A AVE     ,8,2014
16241,Break and Enter - Residence,14900 20TH AVE     ,8,2014
16242,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16243,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
16244,Theft of Motor Vehicle,12800 96TH AVE     ,8,2014
16245,Shoplifting,18700 FRASER HWY     ,8,2014
16246,Theft from Motor Vehicle,1700 152ND ST     ,8,2014
16247,Shoplifting,17600 64TH AVE     ,8,2014
16248,Shoplifting,12800 96TH AVE     ,8,2014
16249,Theft from Motor Vehicle,13000 95TH AVE     ,8,2014
16250,Break and Enter - Residence,16200 SOUTHGLEN PL     ,8,2014
16251,Theft from Motor Vehicle,16200 SOUTHGLEN PL     ,8,2014
16252,Break and Enter - Residence,19400 32ND AVE     ,8,2014
16253,Theft from Motor Vehicle,13000 103A AVE     ,8,2014
16254,Theft from Motor Vehicle,16600 102ND AVE     ,8,2014
16255,Shoplifting,19500 FRASER HWY     ,8,2014
16256,Theft of Motor Vehicle,13200 COULTHARD RD     ,8,2014
16257,Break and Enter - Residence,14300 82ND AVE     ,8,2014
16258,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16259,Theft from Motor Vehicle,6200 148TH ST     ,8,2014
16260,Shoplifting,18700 FRASER HWY     ,8,2014
16261,Theft from Motor Vehicle,6400 122ND ST     ,8,2014
16262,Theft of Motor Vehicle,7200 189TH ST     ,8,2014
16263,Theft from Motor Vehicle,15000 95A AVE     ,8,2014
16264,Theft from Motor Vehicle,10300 152ND ST     ,8,2014
16265,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16266,Shoplifting,7400 KING GEORGE BLVD    ,8,2014
16267,Break and Enter - Residence,6700 138TH ST     ,8,2014
16268,Break and Enter - Residence,9700 155A ST     ,8,2014
16269,Theft of Motor Vehicle,10400 154TH ST     ,8,2014
16270,Theft from Motor Vehicle,9900 130TH ST     ,8,2014
16271,Fatal/Injury Collision,12900 KING GEORGE BLVD    ,8,2014
16272,Theft from Motor Vehicle,7500 152ND ST     ,8,2014
16273,Fatal/Injury Collision,7000 136B ST     ,8,2014
16274,Fatal/Injury Collision,7000 136B ST     ,8,2014
16275,Theft of Motor Vehicle,16500 FRASER HWY     ,8,2014
16276,Theft of Motor Vehicle,14500 76A AVE     ,8,2014
16277,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16278,Shoplifting,3000 152ND ST     ,8,2014
16279,Theft from Motor Vehicle,15300 101A AVE     ,8,2014
16280,Break and Enter - Residence,5600 128A ST     ,8,2014
16281,Theft of Motor Vehicle,12700 DRUMMOND PL     ,8,2014
16282,Theft of Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16283,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16284,Break and Enter - Residence,6300 135A ST     ,8,2014
16285,Fatal/Injury Collision,7700 140TH ST     ,8,2014
16286,Theft from Motor Vehicle,17900 20TH AVE     ,8,2014
16287,Shoplifting,8900 152ND ST     ,8,2014
16288,Shoplifting,17700 64TH AVE     ,8,2014
16289,Shoplifting,10300 152ND ST     ,8,2014
16290,Shoplifting,12800 96TH AVE     ,8,2014
16291,Break and Enter - Residence,13300 112TH AVE     ,8,2014
16292,Theft from Motor Vehicle,4800 131A ST     ,8,2014
16293,Theft from Motor Vehicle,12000 80TH AVE     ,8,2014
16294,Theft from Motor Vehicle,14800 56B AVE     ,8,2014
16295,Theft from Motor Vehicle,12600 94TH AVE     ,8,2014
16296,Theft of Motor Vehicle,7500 KING GEORGE BLVD    ,8,2014
16297,Theft from Motor Vehicle,10200 125A ST     ,8,2014
16298,Break and Enter - Residence,6500 195A ST     ,8,2014
16299,Theft from Motor Vehicle,10500 144TH ST     ,8,2014
16300,Theft from Motor Vehicle,12800 98A AVE     ,8,2014
16301,Break and Enter - Residence,13800 17A AVE     ,8,2014
16302,Theft from Motor Vehicle,9600 128TH ST     ,8,2014
16303,Theft from Motor Vehicle,8600 147TH ST     ,8,2014
16304,Theft from Motor Vehicle,17000 86A AVE     ,8,2014
16305,Theft from Motor Vehicle,2200 148TH ST     ,8,2014
16306,Theft of Motor Vehicle,7100 189TH ST     ,8,2014
16307,Fatal/Injury Collision,13400 72ND AVE     ,8,2014
16308,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16309,Fatal/Injury Collision,5900 165A ST     ,8,2014
16310,Theft from Motor Vehicle,9900 140TH ST     ,8,2014
16311,Theft from Motor Vehicle,5600 SUNDALE PL     ,8,2014
16312,Break and Enter - Residence,13900 108TH AVE     ,8,2014
16313,Theft from Motor Vehicle,13600 104TH AVE     ,8,2014
16314,Theft from Motor Vehicle,15900 84TH AVE     ,8,2014
16315,Theft from Motor Vehicle,4400 KING GEORGE BLVD    ,8,2014
16316,Theft from Motor Vehicle,13300 102A AVE     ,8,2014
16317,Theft from Motor Vehicle,14500 74A AVE     ,8,2014
16318,Theft from Motor Vehicle,15100 73B AVE     ,8,2014
16319,Theft from Motor Vehicle,10500 150TH ST     ,8,2014
16320,Theft from Motor Vehicle,17400 2ND AVE     ,8,2014
16321,Shoplifting,1000 GUILDFORD TOWN CTR    ,8,2014
16322,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16323,Break and Enter - Residence,14100 BEAR CREEK DR    ,8,2014
16324,Fatal/Injury Collision,12500 110TH AVE     ,8,2014
16325,Shoplifting,7100 138TH ST     ,8,2014
16326,Theft from Motor Vehicle,6600 140TH ST     ,8,2014
16327,Theft of Motor Vehicle,7000 140A ST     ,8,2014
16328,Theft from Motor Vehicle,7500 148TH ST     ,8,2014
16329,Break and Enter - Residence,13700 101ST AVE     ,8,2014
16330,Break and Enter - Residence,5400 128TH ST     ,8,2014
16331,Break and Enter - Residence,10500 UNIVERSITY DR     ,8,2014
16332,Break and Enter - Residence,10700 UNIVERSITY DR     ,8,2014
16333,Theft from Motor Vehicle,12900 73RD AVE     ,8,2014
16334,Break and Enter - Residence,6800 130TH ST     ,8,2014
16335,Theft from Motor Vehicle,13800 68TH AVE     ,8,2014
16336,Theft from Motor Vehicle,10400 154TH ST     ,8,2014
16337,Theft from Motor Vehicle,12700 110TH AVE     ,8,2014
16338,Theft from Motor Vehicle,15900 40TH AVE     ,8,2014
16339,Theft of Motor Vehicle,15900 101A AVE     ,8,2014
16340,Break and Enter - Residence,6400 194TH ST     ,8,2014
16341,Theft from Motor Vehicle,13300 OLD YALE RD    ,8,2014
16342,Theft from Motor Vehicle,8400 141A ST     ,8,2014
16343,Theft of Motor Vehicle,7500 KING GEORGE BLVD    ,8,2014
16344,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16345,Break and Enter - Residence,16900 24TH AVE     ,8,2014
16346,Break and Enter - Residence,13800 FRASER HWY     ,8,2014
16347,Break and Enter - Residence,14000 92ND AVE     ,8,2014
16348,Break and Enter - Residence,9500 PRINCE CHARLES BLVD    ,8,2014
16349,Theft from Motor Vehicle,6700 130TH ST     ,8,2014
16350,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16351,Fatal/Injury Collision,14800 104TH AVE     ,8,2014
16352,Break and Enter - Residence,17200 64TH AVE     ,8,2014
16353,Theft from Motor Vehicle,12800 80TH AVE     ,8,2014
16354,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16355,Fatal/Injury Collision,19300 54TH AVE     ,8,2014
16356,Fatal/Injury Collision,7000 149TH ST     ,8,2014
16357,Theft of Motor Vehicle,7700 146A ST     ,8,2014
16358,Theft of Motor Vehicle,9000 150TH ST     ,8,2014
16359,Break and Enter - Business,17400 56TH AVE     ,8,2014
16360,Break and Enter - Residence,16700 28TH AVE     ,8,2014
16361,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
16362,Theft of Motor Vehicle,15300 24TH AVE     ,8,2014
16363,Break and Enter - Residence,13800 70TH AVE     ,8,2014
16364,Break and Enter - Residence,6900 129A ST     ,8,2014
16365,Break and Enter - Residence,11100 136TH ST     ,8,2014
16366,Theft from Motor Vehicle,12400 88TH AVE     ,8,2014
16367,Break and Enter - Residence,14500 60A AVE     ,8,2014
16368,Break and Enter - Residence,10000 155TH ST     ,8,2014
16369,Shoplifting,12800 96TH AVE     ,8,2014
16370,Theft of Motor Vehicle,11200 123RD ST     ,8,2014
16371,Theft of Motor Vehicle,15200 99TH AVE     ,8,2014
16372,Break and Enter - Residence,7400 147A ST     ,8,2014
16373,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16374,Theft from Motor Vehicle,6200 142ND ST     ,8,2014
16375,Theft from Motor Vehicle,16000 85TH AVE     ,8,2014
16376,Theft from Motor Vehicle,7700 152ND ST     ,8,2014
16377,Break and Enter - Residence,9600 137A ST     ,8,2014
16378,Break and Enter - Residence,5700 136TH ST     ,8,2014
16379,Break and Enter - Residence,10900 SCOTT RD     ,8,2014
16380,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
16381,Fatal/Injury Collision,7100 148B ST     ,8,2014
16382,Theft from Motor Vehicle,7300 120TH ST     ,8,2014
16383,Break and Enter - Residence,5700 KETTLE CRES W    ,8,2014
16384,Theft from Motor Vehicle,14900 25A AVE     ,8,2014
16385,Fatal/Injury Collision,13500 96TH AVE     ,8,2014
16386,Theft from Motor Vehicle,9800 168TH ST     ,8,2014
16387,Theft from Motor Vehicle,10300 152ND ST     ,8,2014
16388,Break and Enter - Residence,8300 152ND ST     ,8,2014
16389,Theft from Motor Vehicle,9700 187TH ST     ,8,2014
16390,Theft of Motor Vehicle,12000 NEW MCLELLAN RD    ,8,2014
16391,Break and Enter - Residence,7500 138TH ST     ,8,2014
16392,Theft of Motor Vehicle,14000 60TH AVE     ,8,2014
16393,Break and Enter - Residence,8200 168TH ST     ,8,2014
16394,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16395,Theft from Motor Vehicle,4800 131A ST     ,8,2014
16396,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16397,Theft from Motor Vehicle,13700 58A AVE     ,8,2014
16398,Theft of Motor Vehicle,16500 FRASER HWY     ,8,2014
16399,Theft of Motor Vehicle,16500 FRASER HWY     ,8,2014
16400,Break and Enter - Residence,6100 134A ST     ,8,2014
16401,Break and Enter - Residence,14600 88TH AVE     ,8,2014
16402,Fatal/Injury Collision,4300 KING GEORGE BLVD    ,8,2014
16403,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
16404,Break and Enter - Residence,15200 GUILDFORD DR     ,8,2014
16405,Theft of Motor Vehicle,12500 110TH AVE     ,8,2014
16406,Shoplifting,2100 KING GEORGE BLVD    ,8,2014
16407,Break and Enter - Residence,16300 91A AVE     ,8,2014
16408,Shoplifting,14600 104TH AVE     ,8,2014
16409,Theft of Motor Vehicle,15800 SUFFOLK RD     ,8,2014
16410,Break and Enter - Residence,14300 26TH AVE     ,8,2014
16411,Theft of Motor Vehicle,8400 VENTURE WAY     ,8,2014
16412,Break and Enter - Residence,9300 160A ST     ,8,2014
16413,Fatal/Injury Collision,6400 129A ST     ,8,2014
16414,Fatal/Injury Collision,6400 129A ST     ,8,2014
16415,Fatal/Injury Collision,15800 95TH AVE     ,8,2014
16416,Theft of Motor Vehicle,7100 130TH ST     ,8,2014
16417,Fatal/Injury Collision,14600 83RD AVE     ,8,2014
16418,Fatal/Injury Collision,6200 129TH ST     ,8,2014
16419,Theft from Motor Vehicle,10100 KING GEORGE BLVD    ,8,2014
16420,Theft from Motor Vehicle,14800 71A AVE     ,8,2014
16421,Break and Enter - Residence,6100 188TH ST     ,8,2014
16422,Theft from Motor Vehicle,12400 88TH AVE     ,8,2014
16423,Theft of Motor Vehicle,5900 184TH ST     ,8,2014
16424,Fatal/Injury Collision,14400 108TH AVE     ,8,2014
16425,Break and Enter - Residence,10400 154TH ST     ,8,2014
16426,Break and Enter - Residence,13200 62ND AVE     ,8,2014
16427,Theft from Motor Vehicle,10500 150TH ST     ,8,2014
16428,Theft of Motor Vehicle,12500 110TH AVE     ,8,2014
16429,Theft from Motor Vehicle,14100 101ST AVE     ,8,2014
16430,Theft of Motor Vehicle,9600 160TH ST     ,8,2014
16431,Break and Enter - Residence,10200 167A ST     ,8,2014
16432,Theft from Motor Vehicle,13800 101ST AVE     ,8,2014
16433,Fatal/Injury Collision,14200 100TH AVE     ,8,2014
16434,Break and Enter - Residence,16700 86TH AVE     ,8,2014
16435,Theft of Motor Vehicle,5600 176TH ST     ,8,2014
16436,Break and Enter - Residence,7500 HURDLE CRES     ,8,2014
16437,Theft from Motor Vehicle,9800 KING GEORGE BLVD    ,8,2014
16438,Theft of Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16439,Break and Enter - Business,7300 137TH ST     ,8,2014
16440,Break and Enter - Business,6900 128TH ST     ,8,2014
16441,Shoplifting,7100 138TH ST     ,8,2014
16442,Break and Enter - Residence,8000 KING GEORGE BLVD    ,8,2014
16443,Shoplifting,14600 104TH AVE     ,8,2014
16444,Break and Enter - Business,6300 120TH ST     ,8,2014
16445,Break and Enter - Residence,12700 72ND AVE     ,8,2014
16446,Break and Enter - Business,14800 FRASER HWY     ,8,2014
16447,Theft of Motor Vehicle,10400 152ND ST     ,8,2014
16448,Theft from Motor Vehicle,14500 76TH AVE     ,8,2014
16449,Break and Enter - Business,7500 135TH ST     ,8,2014
16450,Break and Enter - Business,12000 72ND AVE     ,8,2014
16451,Break and Enter - Residence,8200 151A ST     ,8,2014
16452,Theft from Motor Vehicle,9800 KING GEORGE BLVD    ,8,2014
16453,Break and Enter - Residence,6700 137TH ST     ,8,2014
16454,Theft from Motor Vehicle,13200 70B AVE     ,8,2014
16455,Theft from Motor Vehicle,8100 128TH ST     ,8,2014
16456,Break and Enter - Residence,7100 138TH ST     ,8,2014
16457,Break and Enter - Business,12900 16TH AVE     ,8,2014
16458,Fatal/Injury Collision,7500 KING GEORGE BLVD    ,8,2014
16459,Break and Enter - Residence,8300 152ND ST     ,8,2014
16460,Break and Enter - Residence,2800 152ND ST     ,8,2014
16461,Break and Enter - Residence,8700 160TH ST     ,8,2014
16462,Theft of Motor Vehicle,10200 142A ST     ,8,2014
16463,Shoplifting,15100 96TH AVE     ,8,2014
16464,Theft of Motor Vehicle,19500 73RD AVE     ,8,2014
16465,Break and Enter - Residence,15300 SEQUOIA DR     ,8,2014
16466,Break and Enter - Residence,15000 SPENSER DR     ,8,2014
16467,Fatal/Injury Collision,10000 SCOTT RD     ,8,2014
16468,Theft of Motor Vehicle,10100 WHALLEY BLVD     ,8,2014
16469,Theft from Motor Vehicle,13000 76TH AVE     ,8,2014
16470,Break and Enter - Residence,6700 138TH ST     ,8,2014
16471,Break and Enter - Residence,14000 64TH AVE     ,8,2014
16472,Break and Enter - Business,19000 54TH AVE     ,8,2014
16473,Break and Enter - Business,10400 KING GEORGE BLVD    ,8,2014
16474,Theft from Motor Vehicle,13000 76TH AVE     ,8,2014
16475,Theft of Motor Vehicle,15000 101ST AVE     ,8,2014
16476,Break and Enter - Business,7600 132ND ST     ,8,2014
16477,Theft from Motor Vehicle,9200 121ST ST     ,8,2014
16478,Theft from Motor Vehicle,14900 101A AVE     ,8,2014
16479,Theft from Motor Vehicle,12500 82ND AVE     ,8,2014
16480,Theft from Motor Vehicle,7100 133RD ST     ,8,2014
16481,Break and Enter - Residence,11200 135A ST     ,8,2014
16482,Break and Enter - Business,13500 77TH AVE     ,8,2014
16483,Theft from Motor Vehicle,9900 149TH ST     ,8,2014
16484,Theft from Motor Vehicle,15800 100TH AVE     ,8,2014
16485,Theft from Motor Vehicle,15400 85A AVE     ,8,2014
16486,Break and Enter - Residence,2500 KING GEORGE BLVD    ,8,2014
16487,Theft from Motor Vehicle,10200 SEMIAHMOO RD     ,8,2014
16488,Fatal/Injury Collision,15500 FRASER HWY     ,8,2014
16489,Theft from Motor Vehicle,10200 170A ST     ,8,2014
16490,Fatal/Injury Collision,3000 188TH ST     ,8,2014
16491,Shoplifting,18600 FRASER HWY     ,8,2014
16492,Break and Enter - Residence,9600 148TH ST     ,8,2014
16493,Break and Enter - Business,2600 KING GEORGE BLVD    ,8,2014
16494,Break and Enter - Residence,5600 176A ST     ,8,2014
16495,Fatal/Injury Collision,10300 SCOTT RD     ,8,2014
16496,Break and Enter - Business,7300 KING GEORGE BLVD    ,8,2014
16497,Break and Enter - Residence,9400 126A ST     ,8,2014
16498,Theft of Motor Vehicle,12300 104TH AVE     ,8,2014
16499,Theft of Motor Vehicle,19100 70TH AVE     ,8,2014
16500,Theft from Motor Vehicle,11700 96TH AVE     ,8,2014
16501,Theft from Motor Vehicle,11800 RIVER RD     ,8,2014
16502,Theft from Motor Vehicle,7000 120TH ST     ,8,2014
16503,Theft from Motor Vehicle,12000 NORDEL WAY     ,8,2014
16504,Theft from Motor Vehicle,8400 123RD ST     ,8,2014
16505,Fatal/Injury Collision,5400 123RD ST     ,8,2014
16506,Theft from Motor Vehicle,12300 INDUSTRIAL RD     ,8,2014
16507,Theft from Motor Vehicle,12400 OLD YALE RD    ,8,2014
16508,Theft from Motor Vehicle,1900 OCEAN WIND DR    ,8,2014
16509,Theft from Motor Vehicle,12500 82ND AVE     ,8,2014
16510,Fatal/Injury Collision,12500 76TH AVE     ,8,2014
16511,Theft of Motor Vehicle,2600 127A ST     ,8,2014
16512,Theft from Motor Vehicle,9400 128TH ST     ,8,2014
16513,Theft from Motor Vehicle,7300 128TH ST     ,8,2014
16514,Fatal/Injury Collision,10100 128TH ST     ,8,2014
16515,Theft from Motor Vehicle,12900 58A AVE     ,8,2014
16516,Theft from Motor Vehicle,10000 129A ST     ,8,2014
16517,Theft from Motor Vehicle,13000 LANARK PL     ,8,2014
16518,Theft from Motor Vehicle,8200 132ND ST     ,8,2014
16519,Theft from Motor Vehicle,8200 132ND ST     ,8,2014
16520,Theft from Motor Vehicle,8100 132ND ST     ,8,2014
16521,Theft from Motor Vehicle,13300 102A AVE     ,8,2014
16522,Theft from Motor Vehicle,13300 108TH AVE     ,8,2014
16523,Theft from Motor Vehicle,9600 134TH ST     ,8,2014
16524,Theft from Motor Vehicle,13400 92A AVE     ,8,2014
